datetime,city,state,country,shape,summary,report_date
11/09/2024 02:56,11/09/2024 02:56,Lincoln Park,MI,USA,Other,"Crescent shape moving eastward, about cloud line moving at a decent speed"
11/09/2024 02:00,11/09/2024 02:00,Biglerville,PA,USA,Circle,Huge Round circled LOUD Spacecraft with flashing White then Flashing red lights within the Space craft. It was loud and woke me up .
11/08/2024 23:08,11/08/2024 23:08,Elizabeth,NJ,USA,Sphere,Object hovering over my home. About as high as a plane in the sky. It projected different lights.
11/08/2024 22:30,11/08/2024 22:30,Twentynine Palms,CA,USA,Orb,Orange-ish orb hovering in distance then dropping straight down.
11/08/2024 22:15,11/08/2024 22:15,Oceanside,CA,USA,Oval,Saw likely helicopter shine phosporescent light quickly then to its southeast a dimly lit large object move away quickly
11/08/2024 20:35,11/08/2024 20:35,West Deptford,NJ,USA,Fireball,A fireball traveling in the night
11/08/2024 19:45,11/08/2024 19:45,Valdosta,GA,USA,Circle,Flashing green circular object flying erratically in the sky at high rates of speed doubling back and changing altitudes in an instant
11/08/2024 19:01,11/08/2024 19:01,Grand Canyon NP,AZ,USA,Disk,Saw a hovering craft with lights that zoomed off. We thought it was a Search and Rescue helicopter but then it zipped off
11/08/2024 18:33,11/08/2024 18:33,Ironwood,MI,USA,Unknown,Object moving south to north looking west of Ironwood
11/08/2024 12:40,11/08/2024 12:40,Westfield,MA,USA,Circle,White orb was chasing plane and quickly moved to the back then the side again or could have been underneath the plane.
11/08/2024 05:25,11/08/2024 05:25,Russell,MA,USA,Other,Visually Chelyabinsk scale formation from star-like dot that traveled a minimum of ten time faster than a MIRV.
11/08/2024 00:35,11/08/2024 00:35,Sparks,NV,USA,Unknown,I was looking at the stars then I turning around and a weird shaped object flew over around 60 ft over me and disappeared around 90 ft
11/07/2024 23:00,11/07/2024 23:00,Bruchköbel,Hessen,Germany,Light,UFO approaching brightens up the night
11/07/2024 22:13,11/07/2024 22:13,Murrieta,CA,USA,Other,"Collection of small bright lights hovering, moving, dispersing, and coming back together.... would disappear together and come back"
11/07/2024 21:17,11/07/2024 21:17,Hopkins,MN,USA,Formation,U shaped formation of lights moving quickly across the sky shifting inwards and outwards
11/07/2024 21:00,11/07/2024 21:00,South Bristol,ME,USA,Cube,Bright lites in night sky at approx 25 degrees elevation distance 5-10 miles circular shape
11/07/2024 19:49,11/07/2024 19:49,St. Clair Shores,MI,USA,Sphere,"Small blue orb, initially thought it was a drone, but there was no sound coming from it and it moved way too fast"
11/07/2024 19:15,11/07/2024 19:15,Whitefield,ME,USA,Unknown,Myself and one other person witnessed two separate blinks in three seperate intervals.
11/07/2024 18:48,11/07/2024 18:48,Bemidji,MN,USA,Orb,Bizarre light's moving in a line.
11/07/2024 18:23,11/07/2024 18:23,Holland,MI,USA,Fireball,5 red fireballs in the sky flying very fast with no noise at night.
11/07/2024 18:15,11/07/2024 18:15,Garfield,WA,USA,Light,Two Red Flashing Lights flying from the West to East. Stop/considerable slow down mid Flight. Moving Very Fast.
11/07/2024 16:00,11/07/2024 16:00,Petaluma,CA,USA,Cylinder,A slow moving cylinder either emitting white light or highly reflective shimmer.
11/07/2024 15:46,11/07/2024 15:46,Verona,OH,USA,Cigar,A silver metallic object was sighted moving at incredibly slow speeds and then disappeared into thin air.
11/07/2024 12:00,11/07/2024 12:00,Seaside,OR,USA,Triangle,Cloaking While Scanning Me/My House
11/07/2024 10:00,11/07/2024 10:00,Summerfield,NC,USA,Other,"Flying tick tack, normal aircraft speed, all white, completely silent and no exhaust trails. Estimate 500 ft in the air"
11/07/2024 08:00,11/07/2024 08:00,Pittsford,VT,USA,Cylinder,Sentient phenomena experiences time line of events
11/07/2024 07:40,11/07/2024 07:40,Shelby,OH,USA,Unknown,I saw what looked like a massively oversized B-17 flying fortress that moved and existed impossibly.
11/07/2024 04:15,11/07/2024 04:15,Cape Palliser,Wellington,New Zealand,Light,Lights flying around in figure of 8 formations
11/07/2024 01:08,11/07/2024 01:08,Scappoose,OR,USA,Changing,"Light in SE sky that is multi colored, bobbing around, stay in same place, occasionally flashes, thru binoculars is almost churning"
11/06/2024 21:30,11/06/2024 21:30,Delafield,WI,USA,Circle,"Saw a non moving blue light with a bell-shaped object inside the light, didn’t move for at least 3 hours"
11/06/2024 20:32,11/06/2024 20:32,Panama City,FL,USA,Circle,Hovered above the tree line in the south southwestern sky far away and after about 45 seconds it started moving towards the south
11/06/2024 07:51,11/06/2024 07:51,Roanoke,VA,USA,Cigar,Was videoing a small bird in tree and an object pushed up from a white cloud and went up into a yellowish cloud above it
11/06/2024 07:50,11/06/2024 07:50,Dillsburg,PA,USA,Oval,"I was at the bus stop with daughter and she points out the craft. It made no sound, didn’t appear to be any army or normal craft."
11/06/2024 07:14,11/06/2024 07:14,Colville,WA,USA,Chevron,From middle of valley to mountain
11/06/2024 06:40,11/06/2024 06:40,Escondido,CA,USA,Oval,"Me and my boyfriend were in the car while he was driving, and I was in the passenger seat."
11/06/2024 02:47,11/06/2024 02:47,Knoxville,TN,USA,Rectangle,Craft was diving 2 long blue lights seemed to be bottom of craft I thought it was gonna crash then changed direction and was gone
11/05/2024 23:00,11/05/2024 23:00,Castelo Branco,Castelo Branco District,Portugal,Unknown,I saw a wall of light rainbow
11/05/2024 15:36,11/05/2024 15:36,Sveti Anton,Koper,Slovenia,Sphere,Triangle object appeared over us
11/05/2024 15:32,11/05/2024 15:32,Los Alamos,NM,USA,Disk,Saucers flying into historic Black Mesa on Live Photo
11/05/2024 09:33,11/05/2024 09:33,Chepes,La Rioja Province,Argentina,Light,"Mutilated animals were found, and townspeople also reported sightings (strange lights in the sky)."
11/04/2024 21:45,11/04/2024 21:45,Ottsville,PA,USA,Cigar,"Appearing through the trees, the light held our attention and then got sucked up skywards and disappeared, only to reappear to the left"
11/04/2024 21:40,11/04/2024 21:40,Hilton Head Island,SC,USA,Changing,"Saw an orange, shimmering, shifting, maybe even gaseous, ball of light traveling across the sky."
11/04/2024 21:38,11/04/2024 21:38,Atlantic City,NJ,USA,Oval,Silient dark object traveling through mist over the ocean.
11/04/2024 21:35,11/04/2024 21:35,Inglis,FL,USA,Rectangle,"It was glowing like a rocket but then the flames seemed to die out as the object slowed to almost a complete stop. Then, the sky lit up"
11/04/2024 20:30,11/04/2024 20:30,Yakima,WA,USA,Orb,Observed 3-5 white orbs in triangular formation moving around
11/04/2024 20:25,11/04/2024 20:25,Chillowist,WA,USA,Light,Commercial aircraft reported three triangular lights above their position at FL360
11/04/2024 18:20,11/04/2024 18:20,Boardman,OR,USA,Light,"Saw what we thought was a shooting star, but it was MUCH too big/bright and traveled straight into the horizon."
11/04/2024 17:39,11/04/2024 17:39,New York,NY,USA,Triangle,Ufo or Uap seen in sky around New York
11/04/2024 17:38,11/04/2024 17:38,Princeton,WV,USA,Circle,Round UFO
11/04/2024 17:35,11/04/2024 17:35,Bubiai,Šiaulių apskritis,Lithuania,Unknown,It moved slowly and both witnesses (me and my friend) saw it move diffrently we are 3km apart
11/04/2024 17:32,11/04/2024 17:32,Commack,NY,USA,Circle,They have intelligence
11/04/2024 03:54,11/04/2024 03:54,Millcreek,UT,USA,Flash,The light appeared in my camera frame and stayed in view until it passed my house
11/03/2024 19:27,11/03/2024 19:27,Franklinton,NC,USA,Light,"Ovular white light, pulsating in intensity, maybe 100 ft above the tree line."
11/03/2024 19:14,11/03/2024 19:14,Plumsted,NJ,USA,Circle,I saw a bright circular light in the words in yard which illuminated the area.
11/03/2024 19:00,11/03/2024 19:00,Bous,Remich,Luxembourg,Unknown,"A large, silent, unidentified flying object with white and red lights appeared above our car and then disappeared"
11/03/2024 18:45,11/03/2024 18:45,Greenfield Center,NY,USA,Unknown,It was hovering over our horses it disappeared and returned and moved in ways I have never seen before
11/03/2024 18:00,11/03/2024 18:00,McMinnville,OR,USA,Formation,4 craft in formation moved slowly west to east
11/03/2024 17:40,11/03/2024 17:40,McMinnville,OR,USA,Triangle,"3 Triangle Light cluster formation over McMinnville, OR"
11/03/2024 14:30,11/03/2024 14:30,Poughkeepsie,NY,USA,Sphere,Observed small metallic sphere fly low directly overhead.
11/03/2024 05:37,11/03/2024 05:37,Margate,FL,USA,Orb,I have a video I filmed myself
11/03/2024 03:30,11/03/2024 03:30,Arlington,NY,USA,Light,"Lights fading in and out, forms a triangle"
11/03/2024 03:00,11/03/2024 03:00,Lakewood,WA,USA,Other,I reported ufo/alien sightings and then one came and tried to scare me. From reporting.
11/02/2024 23:30,11/02/2024 23:30,Fox,AK,USA,Orb,Floating light that accelerated downwards into the trees.
11/02/2024 23:00,11/02/2024 23:00,Red Lion,PA,USA,Star,3 or 4 lights that first appeared to be stars but they were moving back and forth and up and down
11/02/2024 20:40,11/02/2024 20:40,Harman,WV,USA,Formation,Formation of lights over mountain
11/02/2024 20:37,11/02/2024 20:37,,CA,USA,Triangle,"Triangular formation of lights, Pyramid, sustained interaction."
11/02/2024 20:20,11/02/2024 20:20,Charlottesville,VA,USA,Orb,Three purple lights hovering heading east
11/02/2024 20:01,11/02/2024 20:01,Saint Johns,FL,USA,Triangle,"Triangle with one light in each corner, every light was a different color crossing east to west"
11/02/2024 19:53,11/02/2024 19:53,Fort Liberty,NC,USA,Light,Object emitting light seems to be moving at a significantly fast a steady speed across sky and then vanishes
11/02/2024 19:20,11/02/2024 19:20,Portland,ME,USA,Formation,Saw 3 lights to the SE in a huge triangle formation
11/02/2024 19:19,11/02/2024 19:19,Rameh,North District,Israel,Light,Glowing object goes up fast while a thunder storm
11/02/2024 05:25,11/02/2024 05:25,Charleston,SC,USA,Unknown,"8 UFOs visible, each originating seperately from similar start point to the north and gathering together going east southeast"
11/01/2024 22:28,11/01/2024 22:28,Knoxville,TN,USA,Light,A white light moved in a tight circle at a slow speed for more than an hour according to witnesses that pointed it out to me.
11/01/2024 21:45,11/01/2024 21:45,Parrish,FL,USA,Light,Static red light viewed
11/01/2024 21:20,11/01/2024 21:20,Lakeview,OR,USA,Light,Bright white light moving at very high speeds
11/01/2024 21:10,11/01/2024 21:10,Milan,IL,USA,Light,"Watching for landing aircraft, noticed lights on the final approach"
11/01/2024 20:30,11/01/2024 20:30,Eureka Springs,AR,USA,Chevron,"Saw chevron of lights travel at high speed, no sound or doppler effect."
11/01/2024 20:00,11/01/2024 20:00,Douro-Dummer,ON,Canada,Cone,Saw UFO with flashing ring lights on HW 28
11/01/2024 19:05,11/01/2024 19:05,Hastings,MI,USA,Triangle,Triangle ufo-There were some shooting stars possibly beforehand this could be a regular aircraft
11/01/2024 19:00,11/01/2024 19:00,Estillfork,AL,USA,Other,Saw a T shaped light low in SW sky for about 10 minute.
11/01/2024 18:59,11/01/2024 18:59,League City,TX,USA,Triangle,Flew over pond twice in different areas
11/01/2024 17:18,11/01/2024 17:18,Houston,TX,USA,Disk,"I saw a disk like craft, it was silver and then it was followed up by two black flying objects that looked like bats."
11/01/2024 16:30,11/01/2024 16:30,Atlanta,GA,USA,Circle,Interesting small circular crafts flying near Delta Flight 1362 from Dayton to Atlanta.
11/01/2024 13:56,11/01/2024 13:56,Lombard,IL,USA,Egg,Small object about size of a light bulb reflecting the sun off the surface of it. Observed for about 4-5 blocks as car was traveling.
11/01/2024 08:13,11/01/2024 08:13,Seaford,DE,USA,Light,Bright light in sky in broad daylight.
11/01/2024 01:05,11/01/2024 01:05,Wausau,WI,USA,Light,"Bright light, like a star moving erratically"
11/01/2024 01:00,11/01/2024 01:00,Holly Springs,NC,USA,Orb,2 Orange Orbs at Low Altitude
12/31/2024 23:49,12/31/2024 23:49,Anchorage,AK,USA,Orb,"I of 2 videos of UAP in Alaska , New Years Eve 2024"
12/31/2024 23:40,12/31/2024 23:40,Lauwil,Basel-Landschaft,Switzerland,Light,Same light flying over my house every night
12/31/2024 23:30,12/31/2024 23:30,Lynn,MA,USA,Unknown,Flying object with red green white lights
12/31/2024 22:40,12/31/2024 22:40,San Antonio,TX,USA,Orb,"Silent fireball-like objects appeared and disappeared, sometimes in fleets, with no sound or apparent source."
12/31/2024 22:10,12/31/2024 22:10,Charlotte,NC,USA,Other,Silent drone like craft
12/31/2024 21:45,12/31/2024 21:45,Maypearl,TX,USA,Circle,Really this was the first time I’ve actually seen a ufo they were orange balls flying all across the sky
12/31/2024 21:30,12/31/2024 21:30,Richmond,VA,USA,Oval,Saw this from the highway and another car stopped to try to capture it on film too.
12/31/2024 21:30,12/31/2024 21:30,Big Sky,Montana,USA,Orb,6 drones and 1 orb
12/31/2024 21:15,12/31/2024 21:15,Oakfield,ME,USA,Orb,"Impossible maneuvers, white orb, unstable characteristics. Flickers at times with no pattern"
12/31/2024 20:41,12/31/2024 20:41,Lawrenceville,GA,USA,Unknown,Transparent green object fell from sky at high rate of speed
12/31/2024 20:34,12/31/2024 20:34,Choluteca,Choluteca Department,Honduras,Circle,"It was night and I was alone, I saw the sky a flat type and I got scared and called everyone but nobody believed me, I was there and it"
12/31/2024 20:25,12/31/2024 20:25,Lake Park,GA,USA,Orb,"Bright white orb flying low like drone but not a drone, no noise, no smoke, very fast speed, vanished mid air, was not man made at all"
12/31/2024 19:40,12/31/2024 19:40,Durham,NC,USA,Orb,Illuminated orb flying west towards Chapel Hill
12/31/2024 19:30,12/31/2024 19:30,Bullhead City,AZ,USA,Circle,"I was driving home from my brother in laws house, this is my 3rd sighting in this area"
12/31/2024 19:25,12/31/2024 19:25,Tornagrain,Scotland,United Kingdom,Light,Walking on the farm track. I looked out West and seen a different light than normal in the sky canvas.15 mins then vanished.
12/31/2024 18:45,12/31/2024 18:45,Salt Lake City,UT,USA,Light,"Horizontal lights that went on then off, then solid bar. It then disappeared. No sound."
12/31/2024 17:32,12/31/2024 17:32,Elizabeth City,NC,USA,Light,Observed a bright white object traveling easterly direction across the early evening sky.
12/31/2024 17:30,12/31/2024 17:30,Maricá,Rio de Janeiro,Brazil,Cigar,"A strange object hovered in the sky near a few clouds. After a few minutes, it slowly disappeared"
12/31/2024 17:20,12/31/2024 17:20,Colrain,MA,USA,Light,Seen while driving through colrain and part of Shelburne falls ma.
12/31/2024 08:50,12/31/2024 08:50,Toms River,NJ,USA,Sphere,"Big silver sphere, shiniest silver reflecting sun light."
12/31/2024 06:35,12/31/2024 06:35,Butler,PA,USA,Cigar,Large cigar shaped object seen floating for several seconds before blinking out of view
12/31/2024 05:54,12/31/2024 05:54,New Bern,NC,USA,Circle,"Two circular orbs or discs moved across my screen very fast with erratic movements, sometimes disappearing than reappearing."
12/31/2024 05:10,12/31/2024 05:10,Littleton,NC,USA,Orb,"A golden glowing orb in the night sky. It moved horizontally, did a loop/circle, shot off at incredible speed with a streak of light"
12/31/2024 00:54,12/31/2024 00:54,Westborough,MA,USA,Light,At first I thought it was a shooting star but I’ve never seen a shooting star like that after I realized it moved kinda slow
12/30/2024 23:30,12/30/2024 23:30,Coos Bay,OR,USA,Disk,It was to big to be a drone or kite
12/30/2024 22:15,12/30/2024 22:15,Gilbert,AZ,USA,Triangle,Silent Triangle Craft With No Sound Or Lights
12/30/2024 22:00,12/30/2024 22:00,Lauwil,Basel-Landschaft,Switzerland,Light,Light flying over my House
12/30/2024 21:15,12/30/2024 21:15,,State of Paraná,Brazil,Orb,"We saw and captured with long exposure photo, triangle and orbs in the sky, near regional airport of Maringá!"
12/30/2024 20:45,12/30/2024 20:45,Winter Springs,FL,USA,Flash,"Very large, extremely fast object, low in sky, low humming noise, not a plane or helicopter"
12/30/2024 20:45,12/30/2024 20:45,Summerdale,AL,USA,Orb,It looked like stars moving.some were bright some dim. Two of them crossed at the little dipper. There where multiple and one flashed
12/30/2024 20:30,12/30/2024 20:30,Paris,TX,USA,Circle,"Bright, went fast and disappeared.   Seconds after, 3 jets followed it."
12/30/2024 20:30,12/30/2024 20:30,Todd,NC,USA,Orb,The craft was moving up and down and side to side.
12/30/2024 20:26,12/30/2024 20:26,Kalamazoo,MI,USA,Changing,Orbs in night sky 1 solo craft merged to become 2 and 3 additional crafts even after that encounter 1 craft flew above me & my house
12/30/2024 20:12,12/30/2024 20:12,Wilsonville,AL,USA,Orb,Greenish Orb about the size of a SUV.
12/30/2024 19:57,12/30/2024 19:57,Earleville,MD,USA,Light,Have been looking out my windows for weeks and tonight I see a bright light with multiple aircraft/drones flying around it
12/30/2024 19:56,12/30/2024 19:56,Greytown,KwaZulu-Natal,South Africa,Circle,I was recording a clip at night until I stumbled upon a moving object in the distance.
12/30/2024 19:30,12/30/2024 19:30,Rapid City,SD,USA,Light,Pulsating/vibrating orb
12/30/2024 18:42,12/30/2024 18:42,Covington,GA,USA,Other,3 objects in a perfect formation with planes following behind above
12/30/2024 18:34,12/30/2024 18:34,Lewis,NY,USA,Changing,"Lights that were on it changed, they were not red & green. All 3 were white. Moved very fast."
12/30/2024 18:30,12/30/2024 18:30,Cape San Blas,FL,USA,Light,"Objects appeared as lights traveling very fast at high altitude, mostly traveling East/Northeast and all not on the radar."
12/30/2024 18:27,12/30/2024 18:27,Marrero,LA,USA,Light,Balls of light and also UAP size of car
12/30/2024 17:30,12/30/2024 17:30,Raleigh,NC,USA,Changing,Witnessed orchestrated patterns
12/30/2024 17:28,12/30/2024 17:28,Wortham,England,United Kingdom,Disk,Disc shape object with ring of lights in centre with multiple colours changing quickly and moving very quickly.
12/30/2024 17:25,12/30/2024 17:25,North Haledon,NJ,USA,Cross,Low flying craft headed towards SE.
12/30/2024 10:30,12/30/2024 10:30,Guadalupe,Nuevo León,Mexico,Cigar,"A silver, cigar-shaped UFO was observed flying slowly and silently from north to south on a clear morning between 10 a.m. and 11 a.m. T"
12/30/2024 06:30,12/30/2024 06:30,Baytown,TX,USA,Orb,Object(s) were viewed in a triangle formation at a distance of 3 to 5 miles
12/30/2024 06:12,12/30/2024 06:12,Raunds,England,United Kingdom,Cylinder,Hovering
12/30/2024 05:54,12/30/2024 05:54,Pottstown,PA,USA,Triangle,It was a orb that moved into a triangle and blinked red and had a red hue to it.
12/30/2024 05:00,12/30/2024 05:00,Littleton,NC,USA,Orb,"I observed a distant golden glowing orb moving back and forth, disappearing and reappearing repeatedly over a 30 minute period."
12/30/2024 03:50,12/30/2024 03:50,Chiwaukum,WA,USA,Sphere,Bright green streak
12/30/2024 03:30,12/30/2024 03:30,,Maranhão,Brazil,Light,"The light resembled a kind of orange-colored star, it was very low and moved along the horizon."
12/30/2024 02:04,12/30/2024 02:04,Scriba,NY,USA,Changing,"Stationary green red looked like almost hieroglyphic symbols, stationary appear reappear"
12/30/2024 00:42,12/30/2024 00:42,Turlock,CA,USA,Rectangle,"Exact shape could not be determined, but pink lights at aircraft's base (bottom side) were positioned in a rectangular fashion."
12/29/2024 23:00,12/29/2024 23:00,Kansas City,MO,USA,Orb,Same hovering like last report
12/29/2024 22:20,12/29/2024 22:20,Birch Tree,MO,USA,Changing,It appeared out of nowhere in the sky in front of me. Stayed stationary for a bit before heading west toward mountain view
12/29/2024 21:57,12/29/2024 21:57,Springfield,MO,USA,Changing,"Flew base first north, four light on each corner, red light, that had a halo of green in center, then went flat, base facing ground"
12/29/2024 21:18,12/29/2024 21:18,Levittown,NY,USA,Circle,2 Very bright lights in the sky
12/29/2024 21:17,12/29/2024 21:17,,,United Kingdom,Light,Wasn't there then it was shot up into the sky at a very smooth fast speed came down fast stopped near the ground flew off and vanished
12/29/2024 20:44,12/29/2024 20:44,Vance,AL,USA,Star,"Appeared as a bright white circle that was moving, then slowly moved towards the place of the star Sirius."
12/29/2024 20:25,12/29/2024 20:25,Belen,NM,USA,Orb,1 with multi colors 1 yellow colored plasma 1 blue color plasma ball.
12/29/2024 19:48,12/29/2024 19:48,Los Angeles,CA,USA,Orb,I saw a stable glowing orb close to me n it disappeared in 15 min when I came back
12/29/2024 19:41,12/29/2024 19:41,Palm Desert,CA,USA,Orb,Flashing orb
12/29/2024 19:30,12/29/2024 19:30,Bundaberg Central,Queensland,Australia,Circle,3 large bright green lights and a faint circular shape.  Probably 40-50ft across.
12/29/2024 18:57,12/29/2024 18:57,San Jose,CA,USA,Orb,Glowing bright orb that wasn’t moving then morphed into a craft.
12/29/2024 18:21,12/29/2024 18:21,Hereford,AZ,USA,Orb,Moving Orbs
12/29/2024 16:30,12/29/2024 16:30,Colby,KS,USA,Sphere,"Round object flickering white light, very bright"
12/29/2024 15:00,12/29/2024 15:00,Belluno,Veneto,Italy,Light,"Saw a bright light in the sunny sky like a big star hovering for a few minutes in bright daylight, then disappeared"
12/29/2024 00:12,12/29/2024 00:12,Jud,TX,USA,Cube,It flew over house and very loud and shook house.
12/28/2024 23:30,12/28/2024 23:30,Temecula,CA,USA,Unknown,Took photo from on top of parking structure. Thought you might give me a little understanding of what I witnessed and photographed.
12/28/2024 20:30,12/28/2024 20:30,Tucson,AZ,USA,Rectangle,We saw five of these rectangular or oval yellowish white aircraft approximately 500 feet in the sky. We did not notice red/green lights
12/28/2024 20:15,12/28/2024 20:15,Beaver,UT,USA,Orb,There were four reddish orange orbs flying around in different directions above the mountains in Southwest Beaver. I went in my house t
12/28/2024 20:00,12/28/2024 20:00,New Mill,England,United Kingdom,Orb,white orb hovering and made a whirring sound
12/28/2024 19:50,12/28/2024 19:50,Urbana,OH,USA,Rectangle,"I witnessed at least 15 large drones with flashing lights flying in coordinated patterns at night, some appearing to spray substances."
12/28/2024 19:23,12/28/2024 19:23,Berwick,NS,Canada,Light,Two nights now I have seen this bright light that looks like a star that is very close. I do have videos.
12/28/2024 19:00,12/28/2024 19:00,Great Falls,MT,USA,Orb,"Bright low altitude orb with oscillating with light, hovering in place for about 25 minutes then disappearing."
12/28/2024 18:55,12/28/2024 18:55,Hankamer,TX,USA,Fireball,"Visible extremely bright green “fireball” traveling very fast towards a thunderstorm cloud, seen for 5 seconds"
12/28/2024 18:11,12/28/2024 18:11,Napavine,WA,USA,Circle,Hovered for a second or two and then it did some weird zig zags stopped about 50ft up and then shot back up
12/28/2024 18:05,12/28/2024 18:05,Minneapolis,MN,USA,Disk,Bright Light Disc Shape Hovering Spinning Clockwise Colored Lights
12/28/2024 18:00,12/28/2024 18:00,Los Angeles,CA,USA,Cigar,Red cigar and then a ball of light
12/28/2024 18:00,12/28/2024 18:00,West Covina,CA,USA,Orb,Bright red orange orb sighting
12/28/2024 17:13,12/28/2024 17:13,Medellín,Antioquia,Colombia,Diamond,"UFO in Medellín, Colombia"
12/28/2024 15:00,12/28/2024 15:00,Saint David,AZ,USA,Triangle,My starlink showed an obstruction in its field of view.
12/28/2024 12:15,12/28/2024 12:15,Farmington,NM,USA,Orb,Floating translunect tear drop lens floating in sky
12/28/2024 08:01,12/28/2024 08:01,Meadow Lakes,AK,USA,Circle,Observed flashing light (after larger plane went by at higher altitude) SE to SW; then it reversed SW to SE.
12/28/2024 06:45,12/28/2024 06:45,Traverse City,MI,USA,Disk,Seen first with naked eye but then used binoculars. White light disk shape but had flash of blue and yellow light couple times but not.
12/28/2024 03:36,12/28/2024 03:36,Santa Fe,NM,USA,Sphere,A sphericle pulsing shaped object
12/27/2024 22:30,12/27/2024 22:30,Bowling Green,FL,USA,Teardrop,My sister and mom heard what sounded like a helicopter landing on our house. My sister went outside to see an orange thing in the sky
12/27/2024 22:05,12/27/2024 22:05,Borden,IN,USA,Orb,It started as an orb almost like on fire then a flash and as we got closer it turned into a drone and was low to the ground.
12/27/2024 21:30,12/27/2024 21:30,Coëx,Pays de la Loire,France,Orb,Strange orbs moving fast and slow going to the right then up into space
12/27/2024 21:28,12/27/2024 21:28,Seattle,WA,USA,Oval,Spotted as I was getting on the on ramp heading north on i5 by the northgate mall after work. Low enough to see with rain and fog.
12/27/2024 21:20,12/27/2024 21:20,,Rio Grande do Sul,Brazil,Light,"There were several sightings that night. The light moved in a straight line, upward, and sometimes diagonally."
12/27/2024 20:22,12/27/2024 20:22,Wilmington,NC,USA,Formation,Flew from ocean over land. Split into two craft
12/27/2024 20:00,12/27/2024 20:00,Toronto,ON,Canada,Triangle,I was driving on the highway 401 going home and I seen a huge triangular object flying over me I freaked out. Couldn’t believe my eyes!
12/27/2024 19:05,12/27/2024 19:05,Keller,TX,USA,Triangle,"Several ""Drones"" in Neighborhood"
12/27/2024 17:30,12/27/2024 17:30,Charles Town,WV,USA,Oval,Low clouds with 1 white glow sweeping east to west while gradually moving northward. Fast moving mile sweep.
12/27/2024 17:08,12/27/2024 17:08,Budapest,,Hungary,Light,"First one I saw was white and it was not flashing, second one made different colours mainly orange, green, white."
12/27/2024 17:02,12/27/2024 17:02,Mexico,ME,USA,Sphere,"It was not a drone, but a round thing with something that looked like an antenna in the front of it."
12/27/2024 06:10,12/27/2024 06:10,Craigsville,WV,USA,Oval,Saw 3 in a a straight line. Low and quiet.
12/27/2024 03:33,12/27/2024 03:33,New Bedford,MA,USA,Orb,Bright white orb moved across the sky seen from a ceiling window in room
12/27/2024 02:00,12/27/2024 02:00,Betty's Bay,Western Cape,South Africa,Changing,At the same place in the night sky weird lights have been appearing moving in a zig zag pattern. It has been happening for 4 days now
12/27/2024 01:49,12/27/2024 01:49,North Bay,ON,Canada,Orb,A blue orb slowly moving at a height on a tall radio antenna
12/26/2024 23:20,12/26/2024 23:20,Indianapolis,IN,USA,Circle,I looked up and saw a flashing green craft dropping and jumping and flying super fast.
12/26/2024 23:16,12/26/2024 23:16,Naples,FL,USA,Cross,6 days in a row- glowing orange globe appears at 8 o’clock at night rises up in the air until 6:30 AM and then back down and disappears
12/26/2024 22:40,12/26/2024 22:40,Fairchild Air Force Base,WA,USA,Unknown,Unusual lighted craft within no fly zone on base
12/26/2024 22:02,12/26/2024 22:02,Santa Bárbara d'Oeste,State of São Paulo,Brazil,Cigar,"An object was seen about 3 km away, metallic with lights"
12/26/2024 21:15,12/26/2024 21:15,Arnold,MO,USA,Orb,Red orb traveling in a Southerly direction over central Arnold Mo
12/26/2024 20:42,12/26/2024 20:42,Knoxville,TN,USA,Orb,"Three Pulsing Orbs with Red and Green Lights, Not Equally Spaced Out but Obviously Together"
12/26/2024 20:00,12/26/2024 20:00,Charlotte Amalie,St. Thomas,U.S. Virgin Islands,Star,"Star-shaped objects appeared infrequently, varying in speed, direction, size, with consistent color and luminosity, no noise"
12/26/2024 19:16,12/26/2024 19:16,Houston,TX,USA,Unknown,Multiple orbs and a beetle shape object about the size of a commercial van
12/26/2024 19:13,12/26/2024 19:13,Trenton,NJ,USA,Other,Glowing orange orb attaching to the electric towers
12/26/2024 19:00,12/26/2024 19:00,Richwood,OH,USA,Cigar,Cigar like with a bright light that would appear randomly.over three hours it has slowly moved north
12/26/2024 19:00,12/26/2024 19:00,Montague,NJ,USA,Other,Giant boomerang craft the size of a semi truck hovering over my house at 5 am
12/26/2024 18:40,12/26/2024 18:40,Lithopolis,OH,USA,Circle,I can see 3 individual windows with white glowing lights.
12/26/2024 18:28,12/26/2024 18:28,Winston-Salem,NC,USA,Orb,"I saw an extremely bright orb shaped light flying, it shrunk it dimmed to a faint light and shot off after watching it for about 2 min."
12/26/2024 17:54,12/26/2024 17:54,Lincoln,ON,Canada,Orb,Went out for a breather and seen a orb in the sky stationary
12/26/2024 17:45,12/26/2024 17:45,Milton,VT,USA,Orb,"Observed one orb move southwards at a high rate of speed, significantly higher than a typical jetliner"
12/26/2024 17:13,12/26/2024 17:13,Drexel Hill,PA,USA,Unknown,"Fast Moving straight down with tail, then hovering ahead of us"
12/26/2024 16:51,12/26/2024 16:51,,,Unspecified,Disk,All the lights were off in the cabin and I was looking out my window at the many stars when I saw two discs fly directly overhead..
12/26/2024 12:00,12/26/2024 12:00,Klein,TX,USA,Changing,"I saw a low flying craft, bus size, was out of sight in a couple min. Def was not a plane. Quiet"
12/26/2024 09:30,12/26/2024 09:30,Madras,OR,USA,Other,Looking out the window there was a white/metalic object I could tell it wasn’t a plane nor helicopter/drone
