datetime,city,state,country,shape,summary,report_date
04/11/2023 14:59,04/11/2023 14:59,Farmington Hills,MI,USA,,MADAR site 144 had magnetometer spikes
04/10/2023 23:20,04/10/2023 23:20,Waterloo,ON,Canada,Triangle,"Large, triangular or diamond shaped, no noise, no lights, red"
04/10/2023 23:00,04/10/2023 23:00,Howell,MI,USA,Triangle,"Silent, came out of the west and then made almost a complete circle disappearing to the northwest over the houses."
04/10/2023 23:00,04/10/2023 23:00,Vacherie,LA,USA,Circle,USCG licensed captain on Miss River. Look up and saw object hovering over red tower light and it was so bright it reflected on water.
04/10/2023 23:00,04/10/2023 23:00,Laramie,WY,USA,Changing,Almost looked like a star but actually much much closer
04/10/2023 22:00,04/10/2023 22:00,Vancouver,WA,USA,Light,"3 colorful lights stationary, than one by one they would disappear to the south"
04/10/2023 21:36,04/10/2023 21:36,Wallaceburg,ON,Canada,Triangle,I looked up into the sky seen lots of planes and stuff flying by then a shape that looked like a v formation almo like birds was bright
04/10/2023 21:18,04/10/2023 21:18,North Andover,MA,USA,Circle,"Bright white light above tree line, moving quickly in a diagonal/downwards motion"
04/10/2023 21:15,04/10/2023 21:15,Sterling,CT,USA,Unknown,"Flickering object, changing colors"
04/10/2023 21:14,04/10/2023 21:14,St. Louis,MO,USA,Other,"Lights red and white hovering silently then disappearing , reappearing and disappearing again. Then loud propulsion noise lasting 2 s"
04/10/2023 21:07,04/10/2023 21:07,Glen Cove,NY,USA,Unknown,Stationary bright light hovering in the same location for unknown duration. Witnessed over an hour of it before we left.
04/10/2023 20:15,04/10/2023 20:15,Alma,AR,USA,Light,20 different lights flying over ridge
04/10/2023 20:15,04/10/2023 20:15,Spokane,WA,USA,Fireball,Took 3 videos From Bath Kit. And Front Yard
04/10/2023 20:09,04/10/2023 20:09,Lima,OH,USA,Cylinder,"Driving, spotted object coming down from sky before making turn. Believe it may have hit the ground"
04/10/2023 14:30,04/10/2023 14:30,Cuyler,FL,USA,Circle,Spotted silver orb moving in rectangular flying pattern over remote area in national forest.
04/10/2023 08:40,04/10/2023 08:40,Azusa,CA,USA,Rectangle,"Sighting was at Azusa pacific university, Saw a large rectangular structure in the sky moving medium pace. Lights in the front and back"
04/10/2023 04:58,04/10/2023 04:58,Seekonk,MA,USA,Circle,A faint light appeared in the distance that became bigger as it got closer.
04/09/2023 23:34,04/09/2023 23:34,Brooklyn,NY,USA,Unknown,Something floating above empire state building
04/09/2023 23:00,04/09/2023 23:00,Roseville,MI,USA,Circle,Glowing orb with occasional sparks flying at any side of the orb
04/09/2023 23:00,04/09/2023 23:00,Wooster,OH,USA,Other,"Flashing green red and blue , spinning cone like craft ,hovering"
04/09/2023 23:00,04/09/2023 23:00,Chesapeake,OH,USA,Changing,Watched hovering among tree tops multiple lights moving horizontally and vertically as if they were searching for something
04/09/2023 22:30,04/09/2023 22:30,Morrisville,PA,USA,Light,While looking out a window of the house a ball of orange light appeared in the trees past a neighbor’s house.
04/09/2023 21:50,04/09/2023 21:50,Tampa,FL,USA,Triangle,Appeared to be the brightest star in the night but it was fairly still light out
04/09/2023 21:30,04/09/2023 21:30,Altamont,UT,USA,Light,Fast moving light with erratic movement
04/09/2023 20:00,04/09/2023 20:00,Alma,AR,USA,Flash,Step outside and looked east
04/09/2023 20:00,04/09/2023 20:00,Bella-Bella,Limpopo,South Africa,Triangle,White dot chased by 6 craft at high speed.
04/09/2023 17:50,04/09/2023 17:50,San Mateo,CA,USA,Circle,White reflective object tracking north northwest very slowly at very high altitude around sunset.
04/09/2023 17:05,04/09/2023 17:05,Clarendon Hills,IL,USA,Cube,Multi sided mirror object floating low
04/09/2023 16:18,04/09/2023 16:18,,NM,USA,Triangle,An object that sounds like a prop airplane
04/09/2023 04:31,04/09/2023 04:31,Phoenix,AZ,USA,Triangle,Green triangular object darting across the sky before vanishing
04/09/2023 01:25,04/09/2023 01:25,Las Vegas,NV,USA,Triangle,We saw a triangular object flying through the air
04/08/2023 22:52,04/08/2023 22:52,Excelsior springs,MO,USA,Star,Thought it was a shooting star then I noticed it remained at the same elevation as it moved towards me at a very high speed.
04/08/2023 22:15,04/08/2023 22:15,Victoria,BC,Canada,Fireball,We spotted this above our house and it looked like something on fire flying in a horizontal line over the roofs of the houses
04/08/2023 21:25,04/08/2023 21:25,Ballwin,MO,USA,Fireball,"Continuous fireball almost like a Roman candle, resembled a comet but definitely wasn’t a “shooting star.”"
04/08/2023 21:00,04/08/2023 21:00,Colchester,VT,USA,Sphere,"Color changing, appears to be spinning UFO over Lake Champlain"
04/08/2023 20:00,04/08/2023 20:00,Holt,MI,USA,Light,"One craft, started very far in the distance then got closer, 3 lights that seemed to be spinning around like a lighthouse almost."
04/08/2023 19:30,04/08/2023 19:30,Brighton/Fairfield,IA,USA,Teardrop,Black snake like objects in the sky
04/08/2023 19:30,04/08/2023 19:30,Brighton/ Fairfield,IA,USA,Teardrop,Black snake like objects in the sky
04/08/2023 18:45,04/08/2023 18:45,Ocean Shores,New South Wales,Australia,Triangle,Large triangle non flashing lights silent moving fast
04/08/2023 09:30,04/08/2023 09:30,Cayo Costa state park/ gulf of mexico,FL,USA,Rectangle,Watched one row of lights coming off gulf which we thought to be an airplane without strobes. It was extremely slow and stopped.
04/08/2023 05:39,04/08/2023 05:39,Southampton,MA,USA,Light,Light was stationary and blinked at regular intervals. Not as high as a star. Met with second light.
04/08/2023 01:00,04/08/2023 01:00,Okpella,Edo,Nigeria,Circle,A small spacecraft with a green light underneath
04/07/2023 23:32,04/07/2023 23:32,Sydney,New South Wales,Australia,Triangle,It flew into my back and I was in the middle of this ALIEN.
04/07/2023 22:15,04/07/2023 22:15,St Bruno De Montarville,QC,Canada,Changing,We saw an object in the shy that was at one point a little bit than an aircraft hat was passing then the object moved up and slowly I
04/07/2023 21:55,04/07/2023 21:55,Bedford,VA,USA,Cube,Fast moving orbs of changing light appearing and disappearing in front of cars
04/07/2023 18:35,04/07/2023 18:35,Scottsdale,AZ,USA,Unknown,"It looked segmented, very flashy, as it randomly had the sun flashing off of it. 2 segments aligned vertically."
04/07/2023 08:40,04/07/2023 08:40,St. Louis,MO,USA,Unknown,Saw 3 objects in sky lined up very bright then dimmed and moved eventually
04/07/2023 08:40,04/07/2023 08:40,St louis,MO,USA,Unknown,Saw 3 objects in aky lined up very bringth then dimmed and moved eventually
04/07/2023 06:02,04/07/2023 06:02,WICHITA,KS,USA,Flash,High attitude large bright blue light flew across and above my car. Disappeared in midair!
04/07/2023 02:35,04/07/2023 02:35,,CA,USA,Orb,"3 orbs of light, similar to stars or planets. They would glow bright and then fade. They were stationary and then would reposition."
04/07/2023 00:32,04/07/2023 00:32,Lakeland,FL,USA,Flash,"Bright red glow in the sky hovers, then performs an S shaped maneuver. Speeding up and slowing down. Video is only when it was stagnant"
04/07/2023 00:30,04/07/2023 00:30,Clinton,UT,USA,Triangle,Saw two slow moving black triangles high up in the sky.
04/06/2023 22:54,04/06/2023 22:54,Lakemore,OH,USA,Circle,Something in circular or conical shape giving of a blinking light while attempting to be unseen or cloaked by a cloud.
04/06/2023 22:03,04/06/2023 22:03,Steamboat,CO,USA,Other,Took a photo of the moon
04/06/2023 21:32,04/06/2023 21:32,Pearl Harbor,HI,USA,Unknown,"Watching fireworks, something hovers and Flys."
04/06/2023 18:31,04/06/2023 18:31,Waterbury,CT,USA,Other,"No sound. Hovered above neighbors house, then a straight line going ~300mph.looked like it was going slow but it moved fast."
04/06/2023 18:20,04/06/2023 18:20,Ventura,CA,USA,Formation,Sparkling golden objects twirling in spiral formation
04/06/2023 17:30,04/06/2023 17:30,Just east of Catalina Island,CA,USA,Other,"Small orb with satellite like appendages, skinny barbs"
04/06/2023 12:02,04/06/2023 12:02,Rosario,Santa Fe Province,Argentina,Orb,It was a red orb
04/06/2023 08:40,04/06/2023 08:40,Newtown Square,PA,USA,Rectangle,"Long black tube shape, 30+ ft long, hovering and then moving away"
04/06/2023 02:45,04/06/2023 02:45,Blanca,CO,USA,Light,Lights descending on mt Blanca from north north east
04/05/2023 22:40,04/05/2023 22:40,Mclean,VA,USA,Triangle,I was out with friends when we see these 2 triangles just suddenly appear.
04/05/2023 04:14,04/05/2023 04:14,Prosperity,SC,USA,Light,Multiple lights appearing and then disappearing
04/05/2023 01:45,04/05/2023 01:45,Gallup,NM,USA,Light,Lights in the distance
04/04/2023 22:00,04/04/2023 22:00,Grand Chain,IL,USA,Orb,I have seen these every night since April 4th 100s every night until now.
04/04/2023 21:17,04/04/2023 21:17,Anaheim,CA,USA,Other,S23 Ultra damn good phone camera looked up saw an interesting looking contrail took a pic wait that's not a contrail
04/04/2023 21:00,04/04/2023 21:00,Sherrills Ford,NC,USA,Unknown,Waiting to watch the ISS fly by we spotted an object traveling west with two blinking green lights...it stopped hovered and flew off
04/04/2023 20:00,04/04/2023 20:00,Pithoragarh,Uttarakhand,India,Disk,"A UFO saucer of silvery white color, projecting silvery fluid outside."
04/04/2023 07:20,04/04/2023 07:20,Tel Aviv,,Israel,Orb,A white light appeared 5 km away from my apartment and it started moving at incredible speeds and then it blinked out.
04/04/2023 07:20,04/04/2023 07:20,Tel Aviv,,Israel,Orb,A bright orb appeared and moved from side to side.
04/04/2023 02:50,04/04/2023 02:50,New Martinsville,WV,USA,Formation,"White light formation, Multiple formations of differing number."
04/03/2023 23:00,04/03/2023 23:00,Bartlesville,OK,USA,Orb,Went outside to look at the night sky.
04/03/2023 21:00,04/03/2023 21:00,Bristol,TN,USA,Light,Bright light
04/03/2023 20:38,04/03/2023 20:38,Fort worth,TX,USA,Orb,Saw a blue orb flying slowly across sky.
04/03/2023 20:37,04/03/2023 20:37,Daytona beach,FL,USA,Triangle,2 orange boomerang shaped objects going south to north in the sky
04/03/2023 12:04,04/03/2023 12:04,Gloucester,MA,USA,Disk,Saucer shaped craft heading west
04/03/2023 11:45,04/03/2023 11:45,Corvallis,OR,USA,Triangle,"Object Flying at high-rate of speed, no lights or sonic bomb."
04/03/2023 10:04,04/03/2023 10:04,Ebbwvale,,Unioted Kingdom,Sphere,Huge 100s of ft in the air as it was concealed by clouds on its course
04/03/2023 02:40,04/03/2023 02:40,Colorado Springs,CO,USA,Disk,There was one very very large ship or object with three small ones that appear to have lights on the bottom and along the side
04/03/2023 00:05,04/03/2023 00:05,New York-Boulder,CO,USA,Circle,"A large floating object in a sphere shape, and full of light traveling next to my plane for 2 hours."
04/02/2023 22:00,04/02/2023 22:00,Broomfield,CO,USA,Circle,"Bright oval light stationary position roughly over city of Boulder, CO"
04/02/2023 21:20,04/02/2023 21:20,Madera,CA,USA,Light,"At approximately 2120 hours on 4/2/23, I and another individual witnessed a barrage on unknown aerial phenomena in the sky over Madera."
04/02/2023 21:02,04/02/2023 21:02,Atlantic Beach,NC,USA,Egg,"Thought at first I captured a shooting star, but realized they do not move up the sky."
04/02/2023 20:00,04/02/2023 20:00,West Hempstead NY,NY,USA,Changing,"Multiple Changing Shape Shifting, Diamond, Circle, Disk, Fireball, Cylinder, Flash, Formation, Light, Triangle UFO'S Space Crafts"
04/02/2023 16:30,04/02/2023 16:30,Fairforest,SC,USA,Cylinder,"Two white cylindrical objects, no sound, no visible means of propulsion, and no wings."
04/02/2023 14:32,04/02/2023 14:32,Boston,MA,USA,Circle,Silver ball smoothly drifting across sky
04/02/2023 14:30,04/02/2023 14:30,Warsaw,MO,USA,Formation,"After seeing a helicopter & A10, a formation of about ten winged, but vertical, objects glided silently through the air over my cove"
04/02/2023 12:20,04/02/2023 12:20,Hampden,MA,USA,Changing,This object flew South against a Westerly wind.
04/02/2023 00:05,04/02/2023 00:05,Baltimore,MD,USA,Orb,Driving home from work and saw light orbs floating all around
04/01/2023 21:01,04/01/2023 21:01,Phoenix,AZ,USA,Circle,Watched for hour-up to 25 objects-each object has 6 to 8 bright lights form circle-fast contentious Bright Flashing Multi color Haze
04/01/2023 21:00,04/01/2023 21:00,Phoenix,AZ,USA,Orb,Watched for hour-up to 25 objects-each object has 6 bright lights(orbs) form circle-fast contentious Bright Flashing Multi color Haze
04/01/2023 21:00,04/01/2023 21:00,New Hartford,IA,USA,Changing,"We saw a large extremely bright object which was not too far above a hill/tree line west of our house. It moved strangely, and"
04/01/2023 20:45,04/01/2023 20:45,Friendship,TX,USA,Unknown,"Rolling group of lights in a diffuse cloud, hovered, then slowly moved to the right and seemed to vanish behind a curtain slowly."
04/01/2023 19:30,04/01/2023 19:30,Honolulu,HI,USA,Unknown,While standing on the Waikiki walkway which extends onto water around after sundown we saw 5 blue orbs.
04/01/2023 04:50,04/01/2023 04:50,Bakersfield,CA,USA,Circle,"looked to the south to see LG yellow light from west to east 60 degree angle . and waited for impact. But no flash, sound, or impact"
04/01/2023 03:15,04/01/2023 03:15,Castle Dale,UT,USA,Light,Saw lights in the low horizon that appeared and disappeared.
05/31/2023 23:30,05/31/2023 23:30,Panama City Beach,FL,USA,Other,"The SpaceX craft landed in Gulf 7 miles offshore Panama City FL on same night, splashing down around 10 pm. We heard sonic boom at 10."
05/31/2023 22:32,05/31/2023 22:32,McAllen,TX,USA,Light,Light moving eradically
05/31/2023 22:05,05/31/2023 22:05,Kettering,Northamptonshire,United Kingdom,Fireball,"Orange object resembling a Chinese lantern hovers in the sky, disappears then reappears several finger measurements away."
05/31/2023 21:46,05/31/2023 21:46,LIBERTY TOWNSHIP,OH,USA,Changing,"Looks like a space craft, second picture when it moved and can see an angelic figure"
05/31/2023 21:39,05/31/2023 21:39,Victorville,CA,USA,Light,As I would look up more would appear out of thin air
05/31/2023 21:15,05/31/2023 21:15,Bentonville,AR,USA,Circle,I saw a hovering orange light that barely moved.
05/31/2023 21:00,05/31/2023 21:00,Manchester,TN,USA,Circle,It was a light below the clouds no flashing no noise traveling at a high rate. It actually lit the base of the clouds as it traveled.
05/31/2023 18:00,05/31/2023 18:00,"Oakenshaw, Low Moor, Wibsey",Bradford,United Kingdom,Cigar,At approx 1800hrs this evening myself and my partner witnessed a UFO going across the sky high above Oaken
05/31/2023 11:14,05/31/2023 11:14,Plainfield,IL,USA,Formation,There was lights in the sky that became visible and invisible.
05/31/2023 03:00,05/31/2023 03:00,Kitchener,ON,Canada,Light,A single star size light moved faster then a plane but slower then a comet moving in all directions with single camera like flash
05/31/2023 02:29,05/31/2023 02:29,Rio tercero,Córdoba Province,Argentina,Light,I saw through the window a large ball of blue and white light that was flying at a low altitude.
05/30/2023 22:27,05/30/2023 22:27,Romeo,MI,USA,Triangle,Two extremely large triangle objects moving in the air from southwest to northeast
05/30/2023 22:05,05/30/2023 22:05,Coweta,OK,USA,Fireball,Large bright red fireball/orb followed by large white orb
05/30/2023 22:04,05/30/2023 22:04,Las vegas,NV,USA,Orb,"Was outside & noticed a red/orange glow way above Luxor, as we were watching it it started to fade& disappear b4 photo taken"
05/30/2023 21:59,05/30/2023 21:59,SAND SPRINGS,OK,USA,Orb,"Orangey red orb, not blinking, moving steady north/West to East. Vapor trail with it. No sound."
05/30/2023 21:57,05/30/2023 21:57,Herington,KS,USA,Cigar,Appears to be controlled flight with non wavering light emitted. Missile possible but big full body
05/30/2023 21:55,05/30/2023 21:55,Glenpool,OK,USA,Fireball,We saw a fireball
05/30/2023 21:55,05/30/2023 21:55,Cassville,MO,USA,Fireball,Bright red glowing ball moving slowly across the sky then as it got closer it has a stream of sparks behind it as long.
05/30/2023 21:52,05/30/2023 21:52,broken arrow,OK,USA,Cube,small pink cube floating quickly across sky
05/30/2023 21:43,05/30/2023 21:43,Las Vegas,NV,USA,Circle,"Light moved like a balloon, and not a plane/ drone, and the light turned off after 5-10 seconds of view."
05/30/2023 21:42,05/30/2023 21:42,St. James/Rolla,MO,USA,Changing,Orange craft flying across sky with very faint trail.
05/30/2023 21:12,05/30/2023 21:12,Lakewood,CO,USA,Orb,Small glowing red orb moving over 3x faster than any plane I’ve ever seen. In a perfectly straight line from North West to South East
05/30/2023 18:20,05/30/2023 18:20,Morgantown,WV,USA,Orb,Metallic orb flew over our house - silently and at low altitude
05/30/2023 14:30,05/30/2023 14:30,Polson,MT,USA,Sphere,Saw white sphere travel through sky
05/30/2023 02:36,05/30/2023 02:36,Sebree,KY,USA,Changing,Hope some one can give some kind reasonable explanation of these orbs
05/30/2023 00:23,05/30/2023 00:23,North Miami,FL,USA,Light,A strange light appeared out of no where and remained for about 2-3 minutes before disappearing.
05/29/2023 22:22,05/29/2023 22:22,Roseville,CA,USA,Fireball,Fireball Traveling Across Sky
05/29/2023 21:31,05/29/2023 21:31,Morrison,CO,USA,Triangle,Two triangle shaped UFOs with green lights on each corner shooting across the sky behind red rocks amphitheater
05/29/2023 21:20,05/29/2023 21:20,Springhill,FL,USA,Light,"A line of lights spaced equally apart in a line, moved quickly across the sky."
05/29/2023 21:00,05/29/2023 21:00,Lake Havasu,AZ,USA,Light,Circular light
05/29/2023 20:32,05/29/2023 20:32,Palm Beach Gardens,FL,USA,Rectangle,I saw the object plummeting to earth extremely rapidly.
05/29/2023 18:08,05/29/2023 18:08,New Lebanon,OH,USA,Unknown,We saw a very strange craft traveling west at a very high speed that appeared to have the main craft up top with a strange form under
05/29/2023 17:30,05/29/2023 17:30,Tyrone,GA,USA,Light,Bright light slowly drifting southwest
05/29/2023 16:20,05/29/2023 16:20,Wilmington,NC,USA,Changing,Floating like object; changing shapes but seemed to revert to the same shapes.
05/29/2023 16:12,05/29/2023 16:12,Myrtle Grove,NC,USA,Changing,During the day while out front it the house saw this object come out of the cloud and slowly head towards us.
05/29/2023 00:18,05/29/2023 00:18,Montrose,MN,USA,Cube,It was blue white red.  It went by fast and it was unique
05/28/2023 23:30,05/28/2023 23:30,Upper gullies in conception bay south,NL,Canada,Triangle,It was a triangle with bright white lights it stayed in place as I drove I slowed to a stop and it zoomed off really fast
05/28/2023 23:00,05/28/2023 23:00,Atlanta,GA,USA,Orb,Commercial flight crew observes burst of light during takeoff.
05/28/2023 22:00,05/28/2023 22:00,Volo,IL,USA,Circle,"White light moving across the sky south east a minute later a jet flew over to where it was. The jet left a vape trail, cool vape trail"
05/28/2023 21:55,05/28/2023 21:55,Fredericksburg,TX,USA,Circle,We were sharing outside the house when my sister-in-law looked at the sky and saw these lights (Starlink)
05/28/2023 21:52,05/28/2023 21:52,Negril,,Jamaica,Changing,"We were on the beach when we noticed a large orb behind the clouds moving around rapidly and with crazy, erratic maneuvers"
05/28/2023 21:30,05/28/2023 21:30,Sullivan,ME,USA,Changing,We saw some very strange activity over three day period
05/28/2023 21:27,05/28/2023 21:27,Williamstown,VT,USA,Circle,Object bright moving over head
05/28/2023 21:00,05/28/2023 21:00,Wilton,CT,USA,Changing,Very bright light with a strong glow around it
05/28/2023 20:25,05/28/2023 20:25,College park,GA,USA,Unknown,While at work me and my coworker saw 2 ufo’s hovering in the sky. We first thought it was balloons but it wasn’t balloons
05/28/2023 16:00,05/28/2023 16:00,Woodland,WA,USA,Circle,Object - stationary/ moving viewed 2 times 20 - 30 minutes apart.
05/28/2023 14:24,05/28/2023 14:24,Levittown,NY,USA,Light,Object spotted overhead very high and lit bright and dimming as it moved across the sky.
05/28/2023 12:45,05/28/2023 12:45,Florham Park,NJ,USA,Circle,"As I was driving, I noticed a white circle or orb in the sky. The distance was about as high as a plane. It was hovering or moving slo"
05/28/2023 04:00,05/28/2023 04:00,Ebensburg,PA,USA,Star,Pulsating star that once my fiancé or I were able to point out to the other would then go from stationary to rapidly moving around.
05/27/2023 23:45,05/27/2023 23:45,Boise,ID,USA,Formation,"7 lights in a v shape moving west to east, totally silent"
05/27/2023 23:10,05/27/2023 23:10,Carter lake,IA,USA,Cube,I saw a UFO and bc watched it go through a slit in the sky.
05/27/2023 23:00,05/27/2023 23:00,Silver Cliff,WI,USA,Unknown,"Bright light at tree top level (60'), no visible craft."
05/27/2023 22:25,05/27/2023 22:25,Clinton,NJ,USA,Light,"Pulsating, silent white light traveling low and slow"
05/27/2023 22:22,05/27/2023 22:22,Cle Elum,WA,USA,Orb,"Bright orb pulsing shapes and sizes and colors, moving at different speeds"
05/27/2023 22:17,05/27/2023 22:17,Snow Shoe,PA,USA,Light,"We watched a very bright orange round light come seemingly out of nowhere then came overtop of us, no sound."
05/27/2023 21:50,05/27/2023 21:50,Weatherford,TX,USA,Unknown,Our game camera caught a strange picture with 2 weird things
05/27/2023 21:45,05/27/2023 21:45,Callicoon,NY,USA,Light,"A very fast-moving, consistently bright light that traveled from the NE horizon to the SW horizon in about 10 seconds with no sound."
05/27/2023 21:38,05/27/2023 21:38,Wayne,NJ,USA,Circle,"I was on the side of my friends house and looked up and saw a very strange object/light through the trees, relatively high in the sky"
05/27/2023 21:30,05/27/2023 21:30,Griswold,CT,USA,Light,Bright light soaring through sky
05/27/2023 21:20,05/27/2023 21:20,Washingtonville,NY,USA,Cone,"Very fast constant speed traveling from S to N with continuous illumination, no flashing. Not a meteorite."
05/27/2023 21:02,05/27/2023 21:02,Death valley national park,CA,USA,Orb,A string of lights appeared out of the sky and none of us could actually get a picture of it
05/27/2023 21:00,05/27/2023 21:00,Ruidoso,NM,USA,Star,Two separate pairs of initially stationary star-like objects moving away from one another
05/27/2023 20:45,05/27/2023 20:45,Lake Havasu,AZ,USA,Formation,"I was taking our boat out from the marina , then one of my guests and her husband pointed at the sky ,and 5 bluedots ,perfect formation"
05/27/2023 20:34,05/27/2023 20:34,Highlands,NC,USA,Triangle,Saw anomaly on iPad Pro. Enlarged and saw triangular object
05/27/2023 20:30,05/27/2023 20:30,Elgin,IL,USA,Other,A bright circle of light
05/27/2023 20:21,05/27/2023 20:21,Huntsville,AL,USA,Orb,3 orbs of light in the sky over downtown
05/27/2023 19:47,05/27/2023 19:47,Tampa,FL,USA,Circle,"Waving tiny hands into the Sky and taking pictures, in the Live Photo I noticed a craft fly through the photo at a ridiculous speed."
05/27/2023 14:30,05/27/2023 14:30,Edmond,OK,USA,Circle,"We were driving home and I looked up and saw a dot of light in the sky, and it was moving and changing speed."
05/27/2023 09:35,05/27/2023 09:35,PANAMA CITY BEACH,FL,USA,Orb,It was a line in the sky moving super fast and disappeared slowly
05/27/2023 03:20,05/27/2023 03:20,Barrington,NH,USA,Light,"Date is approximate, within a few days. Two bright lights within a few seconds, first along big dipper handle, then perpendicular."
05/27/2023 01:19,05/27/2023 01:19,"Tobay Beach, Massapequa, Town of Oyster Bay",NY,USA,Light,"Cigar-shaped orange light shot up into the clear night sky, gradually brightening and then fading after a few seconds."
05/26/2023 23:00,05/26/2023 23:00,Allendale,MI,USA,Light,Bright white light appeared overhead in clear skies erratic movement then turned off
05/26/2023 22:10,05/26/2023 22:10,Nicholasville,KY,USA,Light,It looked like 30 high altitude or satellite lights in lockstep headed toward the east
05/26/2023 22:03,05/26/2023 22:03,Streamwood,IL,USA,Fireball,"Red Streak (like meteor)w/wide hazy birth, aprx 65-70 Degrz overhead (SW to NE) Crosses path of ISS coming up from NW headed E"
05/26/2023 22:00,05/26/2023 22:00,Edison,NJ,USA,Cylinder,Slo moving brilliant light nighttime near major hiway
05/26/2023 21:55,05/26/2023 21:55,Yakima,WA,USA,Circle,Orange Light Moving Across Sky & Other Experiences
05/26/2023 21:35,05/26/2023 21:35,Wesley Chapel,FL,USA,Sphere,Green and blue flashing ball of light falling from the sky.
05/26/2023 21:20,05/26/2023 21:20,Hueytown,AL,USA,Other,10-15 lights in a straight line headed southeast
05/26/2023 20:00,05/26/2023 20:00,VALLEJO,CA,USA,Rectangle,"The picture is from a video, we seen the large rectangle object gently crossing the sky, planes don't fly at that low of an elevation"
05/26/2023 19:30,05/26/2023 19:30,San Francisco,CA,USA,Orb,Black dots moving as a group over SF Bay.
05/26/2023 19:25,05/26/2023 19:25,Edirne Merkez,Edirne Province,Turkey,Light,More than ten luminous objects
05/26/2023 18:45,05/26/2023 18:45,Detroit,MI,USA,Circle,It was about 25 to 30 white dots in the sky. It look like stars was out in the day time.
05/26/2023 16:50,05/26/2023 16:50,Watsonville,CA,USA,Sphere,White or shiny ball or disc in direction of moon moving slowly east
05/26/2023 15:10,05/26/2023 15:10,Seattle,WA,USA,Oval,"East heading away from Seattle, quarter Mile above land."
05/26/2023 12:30,05/26/2023 12:30,Bradenton,FL,USA,Unknown,There were 50 or more metallic objects that were small and high near the cloud and moved in an odd formation together
05/26/2023 10:23,05/26/2023 10:23,Henderson,NV,USA,Circle,Observed a round metallic object with bright flashing red light (like a welder's torch) 3-5 miles away with two white orbs.
05/26/2023 00:05,05/26/2023 00:05,phoenix,AZ,USA,Circle,Green and red flying object while looking west from my kitchen window making odd moves
05/25/2023 23:30,05/25/2023 23:30,Mosinee,WI,USA,Light,Brightest Light in Night Sky Flies and Fades
05/25/2023 23:30,05/25/2023 23:30,Long Point,ON,Canada,Other,Large object with rounded edges that bent light from stars
05/25/2023 22:43,05/25/2023 22:43,Taunton,Somerset,United Kingdom,Circle,"It was going too fast for a plane, not fast enough to be a shouting star, no flashing was like a solid white light"
05/25/2023 22:18,05/25/2023 22:18,Laconia,NH,USA,Light,Large as bright as Venus and moving fairly quickly then the light turned off
05/25/2023 22:00,05/25/2023 22:00,Lethbridge,AB,Canada,Light,4 lights moving around erratically
05/25/2023 21:40,05/25/2023 21:40,Bloomsburg,PA,USA,Orb,No noise no flashing lights very bright disappears
05/25/2023 21:09,05/25/2023 21:09,Tower City,PA,USA,Cigar,It was fast
05/25/2023 19:56,05/25/2023 19:56,Hope,ID,USA,Cigar,"A cigar shaped very illuminated yellow white and iridescent light ship traveling rapidly to the south west, coming out of the north."
05/25/2023 19:26,05/25/2023 19:26,Liberty,UT,USA,Cigar,I was recording lightning and played it back and saw something fly through the lightning as it flashed
05/25/2023 16:38,05/25/2023 16:38,Shrewsbury,PA,USA,Sphere,Sphere seen stationary then departed at a high speed. (unknown height or distance)
05/25/2023 12:29,05/25/2023 12:29,Hillsboro,OR,USA,Light,"A weird white speck of light moving erratically with no momentum or pattern as to which it flew, it was very very fast"
05/24/2023 21:49,05/24/2023 21:49,Mansfield,OH,USA,Light,Seen bright light in the sky due north west
05/24/2023 21:30,05/24/2023 21:30,Ramsgate,Kent,United Kingdon,Orb,A ball of light flying in a straight line from north to south on the east side of the moon no trail and then slowly blinking out.
05/24/2023 20:30,05/24/2023 20:30,Enderby,BC,Canada,Orb,Saw large white orb slowing landing on other side of mountain
05/24/2023 17:25,05/24/2023 17:25,Wesley Chapel,FL,USA,Flash,Multiple pulsating lights trailing each
05/24/2023 09:06,05/24/2023 09:06,Portland,OR,USA,Cigar,"Walking dog, looked up and saw object drifting, then noticed secondary object drifting in opposing direction."
05/23/2023 22:31,05/23/2023 22:31,Canton,OH,USA,Circle,"Ball of light passsed from south to north, following I-77."
05/23/2023 21:15,05/23/2023 21:15,Florence,SC,USA,Changing,Videoed a bright object changing colors and shapes and moving faster than man has accomplished
05/23/2023 19:00,05/23/2023 19:00,Winchester,KY,USA,Unknown,sSaw the object in the sky so I took a picture of it
05/23/2023 08:42,05/23/2023 08:42,Andover,MA,USA,Cylinder,Saw black cylinder that folded in half. It was mid air with nothing around it
05/22/2023 21:59,05/22/2023 21:59,Buffalo,NY,USA,Other,"I witnessed these 2 ships or planes traveling at unbelievable high speeds with instant 180 and 90 degrees turns . Unrealistic,but I saw"
05/22/2023 21:29,05/22/2023 21:29,Dulles,WV,USA,Light,Observed an erratic moving light in the sky shaped like an elongated oval over Dulles Airport
05/22/2023 21:18,05/22/2023 21:18,Vero Beach,FL,USA,Cube,I was washing my car. Looked up and saw this. I didn’t realize there are 3 u til days later watching video. Seem like they changed shap
05/22/2023 20:24,05/22/2023 20:24,Jordan,MN,USA,Sphere,"Saw a black sphere glide of into the horizon, then saw 2 more glide off to same spot."
05/22/2023 20:02,05/22/2023 20:02,Pittsburgh,PA,USA,Circle,Strange object following airplane then passes it
